dummy_celebrities,dummy_entertainment,dummy_entertainmentleisurebusiness,dummy_francepolitics,dummy_jeanlucmlenchon,dummy_nikosaliagas,dummy_politicalfigures,dummy_soccer,dummy_sports,dummy_sportsfitnessbusiness,dummy_staderennaisfc,dummy_tvhosts,dummy_tvstars,dummy_tweet_period_afternoon,dummy_tweet_period_morning,dummy_tweet_period_night,hashtags_count,impression_count,mentions_count,tweet_external_urls_count,tweet_length,tweet_medias_count,tweet_sentiment,tweet_text,followers_count
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,1,0,14,0,0.2732,@BeaulieuBap 💔,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,2,0,63,0,0.0,@HenryJeanServat @ARTEfr Je confirme grosse déception pas de VO,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,137,0,0.0,"RT @hugoclement: Quelle honte. Un chauffard multirécidiviste en liberté, un fils envolé à jamais. Pensées et soutien à la famille Alléno.",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,139,0,0.0,"RT @30millionsdamis: Abandonné par son maître, un chien laissé “au moins un mois” dans le noir, sans eau ni nourriture a été retrouvé mort…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,140,0,0.0,"RT @PartiAnimaliste: Il vivait avec les humains.
Il jouait avec les chiens.
Il mangeait avec les poules.
Il a été abattu avec cruauté. 

Po…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2,0,32,0,0.6369,@kategolledge @mcristinasandu ♥️,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,139,0,0.7351,"RT @kategolledge: 3. Fresh Water for Flowers by @valerieperrin_ - beautiful complex characters and setting. Really unusual. 

4. The Union…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,71,1,0.6369,RT @nicolasirkis: Merci a vous 🙌🏻🖤❤️⭐️✊✊✊✌️✌️✌️ https://t.co/uxJDgHY5pm,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,45,1,0.6369,RT @nicolasirkis: 🖤❤️ https://t.co/Y10lhQYahk,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,140,0,0.0,"RT @hugoclement: Je viens d’être mis en examen par un juge d’instruction pour avoir… fait une émission sur la chasse en enclos. 

Voici com…",1601
0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,-0.4003,"RT @Essentiel_Labro: C'est la rentrée 2023 de L'Essentiel dimanche soir 🔥!
Un invité d'honneur: Claude Lelouch
La romancière Valérie Perrin…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,119,1,0.0,"RT @TeleMediaFr: 🌹 Une tendre pensée pour France Gall, décédée il y a 5 ans, le 7 janvier 2018. https://t.co/BuuNlVLmxd",1601
1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,140,0,0.0,"RT @brigitte_bardot: Déjà ridiculisé par ses ""amis"" les chasseurs qui tirent les ficelles, @EmmanuelMacron s'obstine à être leur simple val…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2,0,29,0,0.0,@stephanejagu1 @hugoclement ?,1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,140,0,-0.4939,"RT @hugoclement: Ce monsieur se comporte comme un mafieux, brandissant la menace de guerre civile pour empêcher toute régulation de son act…",1601
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,57,0,0.0,@LeCielLaNuit1 Obéir à son administration est un métier …,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,20,0,0.0,@thomas_pietri Yesss,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,0,102,0,0.75,"@zubial7 Au fond, j’aime les gens différents de moi pourvu qu’ils aient le courage d’entre eux-mêmes !",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1881,0,1,237,0,0.0,"J’adore la création de ces tiers lieux où les gens changent eux-mêmes leur vie et leur lopin de France ! Je vote pour, je vote pour qu’existent un maximum d’endroits de ce type où chacun peut façonner son destin   https://t.co/Tfg9PwJ9wb",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,1,0,22,0,0.0,@FannyCheze Magnifique,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223,1,0,15,0,0.0,@_Lia27 Merci !,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,140,0,0.4215,"RT @AlexandreJardin: Le drame avec les crises, sociales, militaires ou autres, c’est qu’elles réduisent le champs mental d’une époque, capt…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,140,0,0.0,"RT @seby57: Un nouvel article vient de paraître sur le site #MaMusiqueCommunautaire.
Il présente la sortie du 1e #Single #NuitVacillante de…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,265,2,0,42,0,0.0,@loubard93 @davidlisnard Berger a droite ?,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,1,0,39,0,0.0,@p_ameline Les deux… fromage et dessert,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12161,1,0,303,1,0.0,"Au 2e tour, voilà la gauche d’honneur, forte et de compétence dont je rêve face à @davidlisnard en forme: L.Berger présidentiable avec un ticket de Delga à Matignon et Cazeneuve a l’Intérieur. Un affrontement de gens bien, légitimés par l’action terrain, à la place des aboyeurs… https://t.co/zLhyfembKU",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,140,0,0.8481,RT @JardinHugo: Thank you so much @yoones_hexagon for sharing my music video and adding my track in your beautiful playlist → https://t.co/…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,0,19,0,0.0,@brylle_kenneth Oui,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6879,0,1,73,0,0.0,Merci à cet homme bienveillant pour les Lettres ! https://t.co/K25m5v9Z7W,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,1,0,98,0,0.0,"@brylle_kenneth Doucement, on ira vers un monde d’adultes assumant les conséquences de nos choix !",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34,1,0,41,0,0.0,@lafrance_julie C’était fou cette semaine,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1672,0,1,90,0,0.0,Un des plus grands #magiciens qui ont modifié ma façon de penser ! https://t.co/pV5luxysiE,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1384,0,1,116,0,0.0,"L’honneur de vouloir servir, c’est beau ; l’humilité face aux aboyeurs, c’est rafraîchissant https://t.co/u6c3CcEuKr",92244
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4547,0,1,206,0,0.0,"Comme la vie serait plus grande et belle si on renonçait à l’espoir politique. Alors on réparerait soi-même la vie, en adulte puissant, au lieu d’être châtré par le bulletin de vote. https://t.co/e52Rrntpyt",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,140,0,0.0,"RT @AlexandreJardin: Avec ma femme vie, nous prenons des décisions incroyables, en rafales, sans RIEN décider. Comme moi, elle cherche l'id…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2,0,34,0,0.0,@TalaronL @rougeyronpierre Ben oui,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1468,0,1,103,0,0.0,Si vrai… tu as raison : plus personne ne comprend ce qui se passe dans ce pays. https://t.co/q74SWu2tkU,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1,0,43,0,0.0,@lafrance_julie Ça me touche incroyablement,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,278,1,0,81,0,0.0,"@me_wizu Inexact, j’ai été assez lucide pour ne PAS faire partie de son aventure.",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,317,1,0,65,0,0.0,@laurentbigfr Des provinces providentielles. Les moteurs sont là.,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,425,1,0,48,0,0.0,@Mich_kelenn L’inverse de l’hyper centralisateur,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34091,0,1,291,0,0.0,"Un seul n’est pas un Étatiste momifié dans les réflexes jacobins, serviteur de la bureaucratie parisienne, un seul pense hors de ce cadre calcifié, tragiquement colbertiste, qui se méfie de l’intelligence du pays, un seul pense hors cadre, un seul a confiance en vous https://t.co/qtNCsc3uQ9",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1727,0,1,108,0,0.3182,Le talent du spectateur - en tout - est de savoir voir la beauté la ou elle se cache https://t.co/4lHWscKqgN,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,"RT @davidlisnard: 2/2 (…) le dénigrement anonyme sur les RS, etc. 
Comme sur la montée des extrêmes, le pouvoir actuel porte sur ces dégrad…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,"RT @davidlisnard: La crise démocratique, c’est aussi l’impuissance publique, les taux d’abstention record, les démissions d’élus, la baisse…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,91,1,0.8126,"RT @Miahcombat_co: A Book Is A Best Friend.
https://t.co/hBQqmuqelc https://t.co/H0DHjrcEAV",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1539,0,1,248,0,0.0,"Apprenez à vos enfants à s’en servir, l’art de poser les grandes questions qui ouvrent des perspectives, des opportunités. L’IA vaut la qualité de nos questions inventives. L’IA exige encore plus de créativité de notre part. https://t.co/LWszIMKnvE",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4244,0,1,231,0,0.0,"Le premier métier d’un chef de l’Etat devrait être de nous expliquer sa stratégie pour arrêter cette défonce de notre niveau de vie, l’inflation. Hallucinant que ce ne soit pas la question centrale de l’actu https://t.co/QvrnPSEP1i",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2112,0,1,120,0,0.0,J’écoute sous la neige violente… sa poésie immense est encore plus cristalline… Quelle émotion ! https://t.co/2X3McCIXj8,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,129,0,0.128,"RT @corynenicq: Tout est simplement dit : de l'importance de la lecture dès le plus jeune âge, vision systémique @AlexandreJardin",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,1,0,50,0,0.3164,@corynenicq Merci ! Oui pour une vision systémique,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,"RT @AlexandreJardin: Sur la durée d’un mandat, on va vers un effondrement de la démocratie locale… et une victoire par KO de la bureaucrati…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,"RT @OlivierRegipa: Le maire de village est, à bien des égards, devenu professionnel en mendicité. Aspect méconnu des concitoyens, passe son…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1805,0,0,302,1,0.0,"J’ai moi-même du batailler contre l’administration qui empêchait un maire de l’Aude de faire venir des chèvres pour nettoyer le sous bois méditerranéen, et lutter de manière écologique contre le feu… L’adm. dite écolo préférait le pétrole. Pour qu’elles arrivent…ce fut épique ! https://t.co/4OR8qyQD0U",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5274,1,0,303,3,0.0,"VEUT-ON UNE FRANCE-ÉTATISÉE, - DE DÉMO. ? 1000 maires ont déjà démissionné depuis ce début du mandat: insécurité, illogisme public, lourdeur Kafka, harcèlement textuel «Nous sommes passés d’un régime de liberté, donc de responsabilité, à un régime d’autorisations». @davidlisnard https://t.co/0Wdyb3qBYx",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,36,0,0.4019,@2mille16 L’hirondelle francophone 🎉,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,139,0,0.0,"RT @JardinHugo: ""Hugo Jardin chante Nuit Vacillante, poème troublant porté par un clip qui transcrit au mieux les codes et l’atmosphère de…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87,2,1,233,0,0.0,@ElalHelalfatia @reelmediaoff L’incroyable succès de l’éditeur associatif https://t.co/w6lYITKXtP démontre l’appétence populaire pour la lecture. On doit diversifier les offres éditoriales… et distribuer autrement… penser autrement !,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,2,0,31,0,0.0,@robear54 @Solinaya11 J’ai faim,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,RT @reelmediaoff: 800 000 albums jeunesse vendus en quelques heures: c'est possible à condition que le prix soit abordable. @AlexandreJardi…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,306,2,0,55,0,0.0,"@MichelP_95 @davidlisnard Les vivants, pas les tordus !",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,1,0,60,0,-0.4588,"@BelmondoCarla 88,12… ça veut simplement dire rendre service",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237,3,0,270,0,0.0,@PotinsdeLyon @PasconGhislaine @davidlisnard Ça dépendra aussi de la qualité de ce qu’on apportera les uns et les autres. Est-ce qu’on veut bâtir une superpuissance Educative et culturelle ? est-ce qu’on sera prêt à être vraiment ambitieux ? À vivre un truc incroyable ?,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1133,2,0,151,0,0.0,"@MichelP_95 @davidlisnard Il entraînera. Vous savez, les majorités gaullistes n’ont pas toujours été sublimes… À un moment, il faut choisir les vivants",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2419,0,1,58,0,0.0,Fabuleux ! C’est un raz-de-marée ! https://t.co/MKtoqGPmsW,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1135,2,0,73,0,0.0,"@PasconGhislaine @davidlisnard Oui, juste du bien d’arrêter les conneries",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37954,1,0,302,1,0.0,"En haut d’une tour 🇨🇦, il fait froid, j’attrape mon tél. pour écouter l’anti fatalité @davidlisnard … j’aime ce coeur pas-comme-les-autres, ce puissamment charpenté. Venu à la pol. par l’action différente. Je l’aiderai, il nous aidera. J’ai chaud soudain. On va changer le monde https://t.co/MFPAZcC7S5",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,1,0,58,0,0.0,@FabriceGarcia3 Aucune boîte ne peut être  aussi mal gérée,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,"RT @AlexandreJardin: Quand je change de niveau de conscience en parlant avec ma femme ou en la lisant, je ne peux plus faire comme si j’ign…",92244
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9396,0,1,299,0,0.4404,"Quand le patron croit en Carlito, ça donne ça . Ce n’est pas  un problème de communication mais de fond, comme si il y avait une véritable difficulté à être une source de pouvoir, à être la France. Le drame c’est qu’on retrouve cela dans une grande partie oppositions agitées https://t.co/0WbvP3VYTF",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,2,0,31,0,0.0,@robear54 @VLB_editeur Hourra !,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,140,0,0.0,"RT @JardinHugo: ""Hugo Jardin dévoile son premier clip, Nuit Vacillante, et l’on tombe instantanément sous le charme de cet artiste aux mult…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,1,0,26,0,0.0,@Izopicino24 Exactement ça,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,117,1,0,61,0,0.0,@FabriceGarcia3 Nous l’avons tous - même si on ne le sait pas,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6118,0,0,289,1,0.25,"Quand je change de niveau de conscience en parlant avec ma femme ou en la lisant, je ne peux plus faire comme si j’ignorais ce que je découvre. Il y a un effet de cliquet. C’est une chance folle d’aimer une femme-vie qui provoque des éclaircies intérieures durables https://t.co/wTAsvpQYGP",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,5,0,58,0,0.3595,@VillemotG @MCPonamale @VALTIAK @VERO_LANG @SergeOrru Ok !,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,60,0,-0.4389,"@Fem2Lettres Pas d’accord, c’est pour cela que c’est grave !",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6789,0,1,297,0,-0.6369,"Scandaleux et pervers. Engager une institution culturelle de qualité - publique - dans la justification de la violence contagieuse, et en cours, est d’une rare irresponsabilité. Stop. Une brute se stigmatise, idéologisée ou pas. Ceux qui prétendent penser devraient penser. https://t.co/iU0dm2Tc1V",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1526,1,0,40,2,0.0,Merci @LePoint ! https://t.co/56aHiITw4k,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2230,0,1,53,0,0.0,Effrayant d’irresponsabilité. https://t.co/EnHABq5ngW,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1612,2,0,39,0,0.0,@NoireMontagne @franceculture EFFRAYANT,92244
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13750,0,1,186,0,0.0,"Épuisant… Pif, Carlito, Playboy… Imaginez qu’un jour le sens du sacré reparaisse, de l’incroyable hauteur de notre pays. C’est un tel honneur d’agrandir la France https://t.co/PpnVTsYsEc",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,2,0,35,0,0.0,@corynenicq @xavier_alberti Merci !,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,140,0,0.3182,"RT @xavier_alberti: #VendrediMusique 
Il y a une telle poésie dans les mots, les harmonies et les images de @JardinHugo… au coeur de la nui…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,RT @AlexandreJardin: LA DÉCHIRURE - En 2 mois les ventes de sandwichs ont ↗️ de 30% (les triangles de supermarché pas les bons des boulange…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,RT @OlivierRegipa: Logiciel présidentiel : une agence de programmes qui flèche des fonds publics et saupoudre ses financements. Ne tient ja…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1713,0,1,121,0,0.0,"Il y a les qui-font-semblant être les putain-d’artistes, les absents qui gigotent et les présents https://t.co/92bJz2Tudf",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4382,0,0,301,3,-0.2003,"LA DÉCHIRURE - En 2 mois les ventes de sandwichs ont ↗️ de 30% (les triangles de supermarché pas les bons des boulangeries), ↗️de la chourave en magasin alimentaire, ↗️ du « prépaiement en caisse »dans les stations essence… et le Pdt part en Chine lundi ! Tout ça dit la suite. https://t.co/u69YLcnMqK",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,2,0,64,0,0.0,@OlivierRegipa @davidlisnard Malgré Le Léviathan bureaucratique…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1484,1,0,262,2,0.0,"Lisez ça ! De @sebastienlefol en forme, affamé des folies humaines, d’émotions de traviole, d’amitiés belles parce que sales. Lu en une traite cette nuit ! La France reste un endroit dément, tant mieux. Au diable la normalité convenable ! https://t.co/Svk6DZvzy4",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6120,0,1,59,0,0.0,Mon Dieu comme j’aime notre espèce… https://t.co/7H2SEnJDxy,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,140,0,0.0,"RT @JardinHugo: ""Hugo Jardin nous entraîne avec ses démons jusqu’au bout de sa Nuit Vacillante [...] une réussite grandiose qui nous fait p…",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,1,0,27,0,0.0,@DavidKoubbi Je t’aime fort,92244
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3580,0,1,232,0,0.0,Imaginez que quelqu’un débarque dans le métro et déclare cela haut et fort… Imaginez les tronches déconcertées. Pourquoi parler dans un français si peu compréhensible hors du bocal administratif ? Ahurissant… https://t.co/Qhrm9JOu62,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2362,0,0,215,1,0.0,"Pourquoi avons-nous oublié que ce président-la a été assassiné ? Il n’a pas été réellement président, seulement formellement. C’est fou le nombre d’occupants de fonctions qui sont des absents https://t.co/UtXx0DFgAu",92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,140,0,0.0,RT @AlexandreJardin: Connaîtriez-vous un livre de conseils avisés sur « l’art d’être moins amoureux » ? Histoire d’apaiser un peu l’emballe…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,261,1,0,23,0,0.0,@lemasQjaunes Merci !!!,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79,1,0,30,0,0.0,@Fem2Lettres Ils crient grâce…,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,328,1,0,28,0,0.0,@AnnabeldeFrugyn Ça augmente,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,282,1,0,24,0,0.0,@derniertweet Oh que oui,92244
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,284,1,0,20,0,0.0,@BelliereClaire Oui…,92244
